movie_title;gross;duration;budget;num_critic_for_reviews;director_facebook_likes;cast_total_facebook_likes
My Dog Skip ;34099640;95;5000000;79;13;2515
Jumping the Broom ;37295394;112;6600000;52;70;5959
Good Night, and Good Luck. ;31501218;93;7500000;351;0;22745
Desperado ;25625110;104;7000000;93;0;33758
Logan's Run ;25000000;119;9000000;112;23;2951
Action Jackson ;20257000;96;7000000;35;22;5282
Devil's Due ;15818967;89;7000000;137;14;2517
Flirting with Disaster ;14891000;92;7000000;50;737;2240
The Devil's Rejects ;16901126;109;7000000;261;0;3544
Dope ;17474107;103;7000000;180;44;1342
In Too Deep ;14003141;95;7000000;28;48;4837
House of 1000 Corpses ;12583510;105;7000000;202;0;2444
A Serious Man ;9190525;106;7000000;341;1000;1120
Get Low ;9176553;100;7500000;160;11;19330
Warlock ;9094451;103;7000000;31;49;1990
Beyond the Lights ;14612840;116;7000000;71;107;3110
A Single Man ;9166863;99;7000000;281;192;14816
Outside Providence ;7292175;96;7000000;72;30;2018
Who's Your Caddy? ;5694308;93;7000000;25;70;3128
The Other Side of Heaven ;4720371;113;7000000;27;7;11116
Redbelt ;2344847;99;7000000;158;342;2158
Cyrus ;7455447;91;7000000;223;157;1136
A Dog of Flanders ;2148212;100;7000000;25;0;1906
Auto Focus ;2062066;105;7000000;97;261;2684
Factory Girl ;1654367;99;7000000;117;60;6526
The Mighty Macs ;1889522;99;7000000;34;2;2589
Mother and Child ;1110286;125;4825000;161;127;8876
Somewhere ;1768416;97;7000000;301;0;684
Chairman of the Board ;306715;95;10000000;12;43;5213
Hesher ;382946;106;7000000;134;58;44969
Gerry ;236266;103;3500000;103;835;13000
Freeheld ;532988;103;7000000;133;6;9660
The Extra Man ;453079;108;7000000;104;30;2029
Ca$h ;46451;118;7000000;27;0;27756
Dazed and Confused ;7993039;102;6900000;152;0;18643
The Chumscrubber ;49526;108;6800000;74;3;2119
Shade ;10696;101;6800000;25;0;490
Annabelle ;84263837;99;6500000;271;40;2323
Boyz n the Hood ;57504069;112;6000000;64;309;106
La Bamba ;54215416;108;6500000;18;7;936
Dressed to Kill ;31899000;104;6500000;121;0;2442
The Adventures of Huck Finn ;24103594;108;6500000;14;208;4840
Go ;16842303;102;6500000;137;218;2475
Friends with Money ;13367101;88;6500000;111;132;1140
Bats ;10149779;91;6500000;97;38;1405
The Work and the Glory II: American Zion ;2024854;100;6500000;4;0;1942
A Home at the End of the World ;1029017;97;6500000;84;15;21107
The Messenger ;66637;105;6500000;217;38;14462
Mallrats ;2122561;123;6000000;93;0;3254
Grease ;181360000;110;6000000;124;116;5127
Fahrenheit 9/11 ;119078393;122;6000000;288;909;1448
Butch Cassidy and the Sundance Kid ;102308900;110;6000000;130;131;2169
Mary Poppins ;102300000;139;6000000;145;55;2045
Ordinary People ;54800000;124;6000000;62;0;5122
West Side Story ;43650000;152;6000000;120;34;1802
The Brothers ;27457409;106;6000000;52;10;6419
The Wood ;25047631;106;6000000;18;44;2724
The Usual Suspects ;23272306;106;6000000;162;0;20821
A Nightmare on Elm Street 5: The Dream Child ;22168359;89;8000000;88;81;584
The Wrestler ;26236603;109;6000000;391;0;1582
Duel in the Sun ;20400000;144;8000000;32;54;2037
Best in Show ;18621249;90;6000000;119;378;4611
School Daze ;14545844;121;6500000;22;0;1284
Daddy Day Camp ;13235267;89;6000000;52;0;1752
Mystic Pizza ;12793213;104;6000000;34;80;10430
Tales from the Hood ;11797927;98;6000000;25;38;3221
Halloween 5 ;11642254;96;3000000;137;2;1308
Bernie ;9203192;99;5000000;231;0;11328
Pollock ;8596914;122;6000000;115;0;1517
200 Cigarettes ;6851636;101;6000000;67;112;2697
The Words ;11434867;102;6000000;216;49;51355
Casa de mi Padre ;5895238;84;6000000;133;4;10123
City Island ;6670712;104;6000000;149;20;3825
College ;4693919;94;6500000;42;0;4484
The Virgin Suicides ;4859475;90;6000000;152;0;7103
Miss March ;4542775;90;6000000;76;138;1831
Wish I Was Here ;3588432;106;6000000;149;0;18947
Hedwig and the Angry Inch ;3029081;95;6000000;108;263;993
Only the Strong ;3273588;99;6000000;17;23;382
Shattered Glass ;2207975;99;6000000;129;53;8297
Novocaine ;2025238;95;6000000;84;8;489
The Wackness ;2077046;99;6000000;147;129;2748
Beastmaster 2: Through the Portal of Time ;869325;107;6000000;17;0;2000
The 5th Quarter ;399611;90;6000000;16;11;2370
The Greatest ;115862;96;6000000;63;19;2163
Come Early Morning ;117560;97;6000000;36;781;1081
Surfer, Dude ;36497;85;6000000;26;0;14599
Deadfall ;65804;95;12000000;162;24;27575
Song One ;20200;86;6000000;43;4;12772
Murder by Numbers ;31874869;115;50000000;136;58;34605
Sunshine State ;3064356;141;5600000;68;407;2584
Crossover ;7009668;95;5600000;25;17;2000
The Sting ;159600000;129;5500000;119;131;2387
Diary of a Mad Black Woman ;50382128;116;5500000;62;0;2723
Ghost World ;6200756;111;7000000;122;72;34106
Wonderland ;1056102;104;5000000;91;10;1315
Do the Right Thing ;27545445;120;6500000;103;0;2892
Harvard Man ;56007;99;5500000;27;56;6776
Salvation Boulevard ;27445;96;9000000;48;3;561
The Ten ;766487;96;5250000;65;136;4883
Insidious: Chapter 2 ;83574831;106;5000000;318;0;2975
Saw II ;87025093;95;4000000;250;163;4134
10 Cloverfield Lane ;71897215;104;15000000;411;16;14504
Jackass: The Movie ;64267897;87;5000000;106;79;1770
Lights Out ;56536016;81;4900000;159;26;3344
Paranormal Activity 3 ;104007828;94;5000000;251;24;2371
Ouija ;50820940;89;5000000;183;10;5056
A Nightmare on Elm Street 3: Dream Warriors ;44793200;88;4500000;131;55;1584
Paranormal Activity 4 ;53884821;96;5000000;248;24;799
The Robe ;36000000;135;5000000;42;28;1920
Freddy's Dead: The Final Nightmare ;34872293;93;8500000;91;54;42002
Monster ;34468224;109;4500000;185;260;11736
Paranormal Activity: The Marked Ones ;32453345;101;5000000;220;52;2161
Dallas Buyers Club ;27296514;117;5000000;471;212;17738
The Lazarus Effect ;25799043;83;3300000;152;26;11771
Oculus ;27689474;104;5000000;336;59;2071
Clerks II ;24138847;97;5000000;174;0;2990
The Way Way Back ;21501098;103;5000000;276;214;8375
House Party 2 ;19281235;94;5000000;12;0;2523
Doug's 1st Movie ;19421271;77;5000000;28;0;2908
The Apostle ;20733485;134;5000000;95;3000;428
Our Idiot Brother ;24809547;90;5000000;179;37;15710
The Players Club ;23031390;104;4500000;22;0;2868
As Above, So Below ;21197315;93;5000000;196;66;1410
Addicted ;17382982;106;5000000;9;23;2840
Eve's Bayou ;14821531;109;6000000;31;148;3843
Still Alice ;18656400;101;5000000;309;25;19673
Friday the 13th Part VIII: Jason Takes Manhattan ;14343976;100;5000000;129;6;1327
My Big Fat Greek Wedding ;241437427;95;5000000;168;38;1495
Spring Breakers ;14123773;94;5000000;444;520;12306
Halloween: The Curse of Michael Myers ;15126948;93;5000000;123;13;1227
The Haunting of Molly Hartley ;13350177;82;5000000;74;7;4856
Lone Star ;13269963;135;5000000;68;407;11400
Halloween 4: The Return of Michael Myers ;17768000;88;5000000;144;27;1136
April Fool's Day ;12947763;89;5000000;96;17;1160
Diner ;14100000;110;5000000;42;272;2943
Lone Wolf McQuade ;12200000;107;5000000;29;8;2383
Apollo 18 ;17683670;86;5000000;228;17;1520
Sunshine Cleaning ;12055108;91;8000000;195;19;2528
No Escape ;27285953;103;5000000;203;66;259
Fifty Shades of Black ;11675178;92;5000000;59;89;2848
Not Easily Broken ;10572742;99;8000000;45;1000;2269
The Perfect Match ;9658370;96;5000000;12;23;3552
Digimon: The Movie ;9628751;82;5000000;29;99;315
Saved! ;8786715;92;5000000;121;12;5668
The Forsaken ;6755271;90;5000000;56;23;3004
UHF ;6157157;150;5000000;59;3;3942
Slums of Beverly Hills ;5480318;91;5000000;60;84;2691
Made ;5308707;95;5000000;81;4000;5245
Bottle Shock ;4040588;110;5000000;109;19;25676
90 Minutes in Heaven ;4700361;121;5000000;12;35;6617
Everything Must Go ;2711210;97;5000000;155;7;10517
Zero Effect ;1980338;116;5000000;81;52;1209
Light Sleeper ;1100000;103;5000000;19;261;1201
Kill the Messenger ;2445646;112;5000000;163;52;12897
Rabbit Hole ;2221809;91;5000000;248;263;1582
Party Monster ;296665;98;5000000;39;13;5185
Green Room ;3219029;95;5000000;322;57;1836
Atlas Shrugged: Who Is John Galt? ;830210;99;5000000;12;0;3382
Bottle Rocket ;1040879;91;7000000;83;0;648
Lovely, Still ;124720;90;5000000;27;6;4987
Desert Blue ;99147;90;2000000;31;204;3207
The Visit ;65069140;94;5000000;371;0;1010
Redacted ;65087;90;5000000;133;0;408
Rudderless ;37440;105;5000000;44;0;1986
Sling Blade ;24475416;148;890000;104;0;3967
Hostel ;47277326;93;4800000;303;0;2990
Take Shelter ;1729969;121;5000000;359;337;1520
Lady in White ;1705139;118;4700000;130;7;2545
The Texas Chainsaw Massacre 2 ;8025872;101;4700000;159;365;302
Police Academy ;81200000;96;4500000;45;37;3113
25th Hour ;13060843;108;15000000;202;0;26050
Bound ;3798532;109;4500000;120;0;3668
Requiem for a Dream ;3609278;102;4500000;234;0;2235
Moms' Night Out ;10429707;98;5000000;49;10;2705
Donnie Darko ;727883;133;4500000;283;219;17040
Spun ;410241;106;2000000;92;68;2110
After.Life ;108229;104;4500000;138;0;15860
One Flew Over the Cuckoo's Nest ;112000000;133;4400000;149;869;2176
Falcon Rising ;8691;103;4500000;29;249;3089
Pan ;34964818;111;150000000;256;456;21404
Survival of the Dead ;101055;90;4000000;274;0;1951
Lost in Translation ;44566004;101;4000000;265;0;32015
The Greatest Show on Earth ;36000000;152;4000000;44;309;825
Monster's Ball ;31252964;112;4000000;153;395;13707
Maggie ;131175;95;8500000;256;9;1885
Leaving Las Vegas ;31968347;111;3600000;123;81;14823
The Boy Next Door ;35385560;91;4000000;149;357;4807
The Kids Are All Right ;20803237;106;3500000;323;450;18645
They Live ;13008928;93;4000000;172;0;837
The Wash ;10097096;93;4000000;27;69;955
3 Strikes ;9821335;82;6000000;22;69;3354
The Cooler ;8243880;101;3200000;157;47;3086
The Night Listener ;7825820;81;4000000;125;5;50831
A Haunted House 2 ;17314483;86;4000000;69;89;4073
The Rules of Attraction ;6525762;110;4000000;143;675;19928
Four Rooms ;4301331;110;4000000;51;99;7921
Secretary ;4046737;104;4000000;163;30;2251
The Real Cancun ;3713002;96;8000000;52;2;972
Talk Radio ;3468572;110;4000000;40;0;1966
Waiting for Guffman ;2892582;84;4000000;50;378;3559
Love Stinks ;2800000;94;4000000;45;24;2662
You Kill Me ;2426851;93;4000000;121;131;776
Thumbsucker ;1325073;96;4000000;114;101;1208
Samsara ;2601847;102;4000000;115;330;48
The Barbarians ;800000;87;4000000;15;101;1700
Poolhall Junkies ;562059;99;4000000;41;60;3130
The Loss of Sexual Innocence ;399793;106;4000000;31;81;4343
Joe ;371897;117;4000000;232;234;13607
Prison ;354704;102;1300000;68;212;11083
Trust ;58214;106;9500000;109;0;916
An Everlasting Piece ;75078;103;14000000;34;272;1403
Stake Land ;18469;98;650000;215;53;1038
The Last Time I Committed Suicide ;12836;92;4000000;12;19;20135
Major Dundee ;14873;152;3800000;53;541;2888
Annie Get Your Gun ;8000000;107;3768785;21;24;731
The Pirate ;2956000;102;3700000;41;136;282
Airplane! ;83400000;88;3500000;134;104;2726
Friday ;27900000;97;3500000;20;473;3455
Menace II Society ;27900000;97;3500000;28;117;3036
Creepshow 2 ;14000000;85;3500000;95;10;3617
The Witch ;25138292;92;3500000;425;22;1122
I Got the Hook Up ;10305534;93;3500000;19;0;987
She's the One ;9449219;96;3500000;43;0;995
Gods and Monsters ;6390032;105;3500000;127;386;4238
Pootie Tang ;3293258;81;3000000;31;0;2238
Ira & Abby ;220234;101;3500000;30;0;3574
The Watch ;34350553;102;68000000;265;82;2486
Winter Passing ;101228;98;3500000;50;9;20009
D.E.B.S. ;96793;91;3500000;50;23;6380
Time to Choose ;29233;100;3500000;6;117;24
Margin Call ;5354039;107;3500000;290;78;22834
Choke ;2926565;92;3000000;159;0;3608
Whiplash ;13092000;107;3300000;535;141;26495
Bella ;8108247;91;3300000;60;38;2747
Dreaming of Joseph Lees ;7680;92;2000000;16;4;2020
Beginners ;5776314;105;3200000;261;101;2016
Animal House ;141600000;109;3000000;94;644;3468
The Original Kings of Comedy ;38168022;115;3000000;53;0;1964
Paranormal Activity 2 ;84749884;98;3000000;264;21;1081
A Nightmare on Elm Street 2: Freddy's Revenge ;30000000;87;2200000;138;28;1472
The Purge ;64423650;85;3000000;361;65;3708
Sinister ;48056940;110;3000000;411;301;2239
Martin Lawrence Live: Runteldat ;19184015;113;3000000;24;9;159
Air Bud ;24629916;98;3000000;35;188;4277
Jason Lives: Friday the 13th Part VI ;19472057;86;3000000;158;41;1862
Spaced Invaders ;15369573;100;3000000;16;32;1441
Jason Goes to Hell: The Final Friday ;15935068;91;2500000;112;18;2899
Dave Chappelle's Block Party ;11694528;100;3000000;114;1000;2165
Next Day Air ;10017041;84;3000000;49;23;4815
Phat Girlz ;7059537;99;3000000;37;18;2321
Before Midnight ;8114507;109;3000000;405;0;328
Teen Wolf Too ;7888703;95;3000000;29;4;1389
Phantasm II ;7282851;97;3000000;81;152;1395
Real Women Have Curves ;5844929;90;3000000;75;15;2510
Whipped ;4142507;82;3000000;48;0;858
Kama Sutra: A Tale of Love ;4109095;109;3000000;33;300;1292
Warlock: The Armageddon ;3902679;98;3000000;22;16;1806
8 Heads in a Duffel Bag ;3559990;95;3000000;30;45;1363
Thirteen Conversations About One Thing ;3287435;104;4500000;79;11;12250
Jawbreaker ;3071947;87;3500000;49;18;9555
Basquiat ;2961991;108;3300000;42;232;11459
Happiness ;3000000;134;3000000;148;377;36859
DysFunktional Family ;2223990;89;3000000;23;269;539
Tusk ;1821983;102;3000000;254;0;43810
Letters to God ;2848578;110;3500000;19;13;1567
Love's Abiding Joy ;252726;87;3000000;5;84;2715
Bachelorette ;418268;87;3000000;156;21;8353
Tim and Eric's Billion Dollar Movie ;200803;93;3000000;82;78;1467
Fort McCoy ;73678;100;3000000;8;27;4374
Chain Letter ;143000;88;5000000;63;26;1495
Just Looking ;39852;97;3000000;20;700;1030
Tanner Hall ;5005;96;3000000;21;15;1929
Boynton Beach Club ;3123749;105;1500000;35;39;1231
Freakonomics ;100675;93;3000000;73;4;2305
Hustle & Flow ;22201636;116;8000000;159;153;727
Some Like It Hot ;25000000;120;2883848;181;0;527
Friday the 13th Part VII: The New Blood ;19170001;88;2800000;110;152;1855
The Wizard of Oz ;22202612;102;2800000;213;149;2509
Young Frankenstein ;86300000;106;2800000;129;0;2703
Diary of the Dead ;952620;95;2000000;280;0;1797
Ulee's Gold ;9054736;113;2700000;61;9;787
Blazing Saddles ;119500000;93;2600000;121;0;4701
Friday the 13th: The Final Chapter ;32600000;97;1800000;166;17;467
Beer League ;475000;86;2800000;20;3;2753
A Haunted House ;40041683;86;2500000;129;89;3421
2016: Obama's America ;33349949;87;2500000;30;67;1111
Halloween III: Season of the Witch ;14400000;98;2500000;162;24;684
Kevin Hart: Let Me Explain ;32230907;75;2500000;26;15;1385
My Own Private Idaho ;6401336;104;2500000;63;835;19923
Garden State ;26781723;102;2500000;205;0;1655
Before Sunrise ;5400000;105;2500000;121;0;36
Jesus' Son ;1282084;107;2500000;74;7;2125
Robot & Frank ;3325638;89;2500000;252;14;1980
The Spectacular Now ;6851969;95;2500000;220;53;10040
Religulous ;12995673;101;2500000;197;119;338
Fuel ;173783;112;2500000;14;9;1252
Valley of the Heart's Delight ;118666;100;2500000;3;10;1064
Eye of the Dolphin ;71904;100;2500000;18;0;1491
8: The Mormon Proposition ;99851;80;2500000;28;0;210
Sleep Dealer ;75727;90;2500000;47;8;862
Super ;322157;96;2500000;238;571;4590
Get on the Bus ;5731103;120;2400000;28;0;5963
Go for It! ;178739;105;2450000;8;29;1668
Fantasia ;76400000;120;2280000;99;11;16
Friday the 13th Part III ;36200000;91;4000000;235;49;174
Friday the 13th: A New Beginning ;21300000;92;2200000;160;13;170
The Last Sin Eater ;379643;117;2200000;18;84;2161
Do You Believe? ;12985267;120;2300000;11;16;6752
The Best Years of Our Lives ;23650000;172;2100000;97;355;1941
Mi America ;3330;125;2100000;4;7;214
The Toxic Avenger Part II ;792966;96;2300000;49;6;99
It Follows ;14673301;100;2000000;533;421;1062
Boys Don't Cry ;11533945;118;2000000;123;108;563
Courageous ;34522221;129;2000000;34;589;2300
Before Sunset ;5792822;80;2700000;211;0;65
Thirteen ;4599680;100;1500000;126;308;2186
Winter's Bone ;6531491;100;2000000;365;81;34446
Me and You and Everyone We Know ;3885134;91;2000000;151;244;1349
Harsh Times ;3335839;116;2000000;118;453;50313
Captive ;2557668;97;2000000;39;5;2739
Full Frontal ;2506446;101;2000000;108;0;11327
Shortbus ;1984378;101;2000000;160;263;226
The Book of Mormon Movie, Volume 1: The Journey ;1098224;120;2000000;7;0;359
No End in Sight ;1430185;102;2000000;79;117;446
The Diary of a Teenage Girl ;1477002;102;2000000;168;22;11184
Inside Deep Throat ;653621;89;2000000;123;13;1136
The Virginity Hit ;535249;86;3400000;46;10;768
House of D ;371081;96;6000000;46;0;51441
Six-String Samurai ;124494;91;2000000;51;4;36
Saint John of Las Vegas ;100669;85;3800000;45;0;36885
Stonewall ;186354;129;13500000;74;776;26176
The Missing Person ;17580;95;1500000;66;8;2749
Sherrybaby ;198407;96;2000000;78;38;774
The Lady from Shanghai ;7927;92;2300000;90;0;1055
The Ghastly Love of Johnny X ;2436;106;2000000;94;5;1611
River's Edge ;4600000;99;1900000;45;28;19649
Northfork ;1420578;103;1900000;60;35;2389
Brotherly Love ;444044;89;1900000;10;47;4249
Songcatcher ;3050934;109;1800000;39;9;2187
The Greatest Movie Ever Sold ;638476;90;1500000;130;293;32405
May ;145540;93;500000;114;75;2489
In the Bedroom ;35918429;138;1700000;179;143;3970
I Spit on Your Grave ;92401;105;2000000;225;68;2423
Happy, Texas ;1943649;98;1700000;77;3;2095
Foolish ;6026908;84;2000000;16;11;2196
I Love Your Work ;2580;111;1650000;22;1000;2564
Waitress ;19067631;108;2000000;173;191;1981
Bloodsport ;11806119;92;1100000;61;15;1168
Kids ;7417210;91;1500000;71;184;3310
The Squid and the Whale ;7362100;88;1500000;110;387;479
Kissing Jessica Stein ;7022940;97;1000000;110;0;1173
Buffalo '66 ;2365931;110;1500000;106;787;4762
Insidious ;53991137;103;1500000;445;0;3030
The Ballad of Jack and Rose ;712294;112;1500000;75;58;859
The To Do List ;3447339;104;1500000;97;38;2667
The Believer ;406035;98;1500000;84;21;33441
Session 9 ;373967;100;1500000;127;122;469
I Want Someone to Eat Cheese With ;194568;80;1500000;32;522;2179
Modern Times ;163245;87;1500000;120;0;352
Stolen Summer ;119841;91;1500000;31;18;3901
My Name Is Bruce ;173066;84;1500000;100;0;1238
The Salon ;92362;90;1500000;14;7;3138
Road Hard ;105943;98;1500000;14;102;2628
Amigo ;183490;124;1700000;35;407;60
The Lords of Salem ;1163508;101;2500000;234;0;5158
Snow White and the Seven Dwarfs ;184925485;83;2000000;145;0;229
Journey from the Fall ;638951;135;1592000;15;5;83
The Basket ;609042;105;1300000;14;7;3475
Mercury Rising ;32940507;111;60000000;79;17;16537
The Hebrew Hammer ;19539;87;1000000;35;4;6227
Friday the 13th Part 2 ;19100000;87;1250000;242;49;707
Filly Brown ;2833383;80;427000;16;8;2459
Sex, Lies, and Videotape ;24741700;100;1200000;58;0;1431
Saw ;55153403;103;1200000;287;0;5161
Super Troopers ;18488314;100;1200000;100;422;2893
You Can Count on Me ;9180275;111;1200000;122;50;4288
But I'm a Cheerleader ;2199853;85;1200000;99;91;4289
Home Run ;2859955;113;1200000;10;29;2681
Blue Like Jazz ;594904;108;1200000;38;14;1805
Down and Out with the Dolls ;58936;88;1200000;12;0;318
Certifiably Jonathan ;7826;85;1200000;17;0;54484
The Knife of Don Juan ;3830;110;1200000;1;0;5
Airborne ;2850263;91;2600000;9;38;1218
Waiting... ;16101109;94;3000000;91;6;19957
From a Whisper to a Scream ;1400000;92;1100000;57;155;1329
Rocky ;117235247;145;960000;141;80;16094
The Fog ;21378000;89;1000000;212;0;4878
Unfriended ;31537320;83;1000000;270;6;1565
The Howling ;17986000;91;1000000;161;287;4438
Chernobyl Diaries ;18112929;86;1000000;270;18;2665
God's Not Dead 2 ;20773070;120;5000000;29;18;1810
Cry_Wolf ;10042266;90;1000000;137;65;3155
Blue Valentine ;9701559;112;3500000;377;310;35941
Transamerica ;9013113;103;1000000;169;2;3192
The Devil Inside ;53245055;83;1000000;225;19;988
Beyond the Valley of the Dolls ;9000000;109;900000;101;199;731
The Green Inferno ;7186670;100;6000000;285;0;2082
The Sessions ;5997134;95;1000000;337;20;1899
Next Stop Wonderland ;3386698;104;1000000;38;122;23461
Frozen River ;2508841;97;1000000;181;33;994
20 Feet from Stardom ;4946250;91;1000000;149;9;198
Two Girls and a Guy ;1950218;84;1000000;54;56;21124
Who Killed the Electric Car? ;1677838;92;1000000;87;2;1447
The Broken Hearts Club: A Romantic Comedy ;1744858;94;1000000;51;112;3085
Slam ;982214;100;1000000;16;12;295
Brigham City ;798341;119;1000000;12;13;1107
Orgazmo ;582024;92;1000000;59;406;904
All the Real Girls ;548712;108;2500000;88;234;12385
Dream with the Fishes ;464655;97;1000000;28;4;1692
Blue Car ;464126;88;1000000;44;22;1641
Luminarias ;428535;100;1000000;13;0;2289
Wristcutters: A Love Story ;104077;88;1000000;117;21;4720
The Battle of Shaker Heights ;279282;79;1000000;29;2;2489
The Lovely Bones ;43982842;135;65000000;308;0;2369
Taxi to the Dark Side ;274661;53;1000000;84;141;313
The House of the Devil ;100659;95;900000;238;243;3833
The Perfect Host ;48430;93;500000;112;11;1452
Safe Men ;21210;88;1000000;33;29;1141
The Specials ;12996;82;1000000;29;82;3905
Alone with Her ;10018;78;1000000;71;0;509
Creative Control ;62480;97;1000000;36;4;928
Special ;6387;81;1000000;56;0;2694
The Jimmy Show ;703;96;1500000;9;436;920
On the Waterfront ;9600000;108;910000;134;603;11094
L!fe Happens ;20186;100;930000;18;28;2924
Hard Candy ;1007962;104;950000;231;171;117
The Quiet ;381186;91;900000;65;91;3299
Fruitvale Station ;16097842;85;900000;327;0;687
The Brass Teapot ;6643;101;900000;62;6;4184
The Hammer ;442638;88;850000;73;0;897
Latter Days ;819939;107;850000;35;6;26017
For a Good Time, Call... ;1243961;88;850000;115;15;3770
Time Changer ;15278;95;825000;16;14;1185
Welcome to the Dollhouse ;4771000;88;800000;74;377;1502
Ruby in Paradise ;1001437;114;800000;11;9;423
Not Cool ;35688;93;600000;6;247;954
Saints and Soldiers ;1310270;90;780000;33;38;587
American Graffiti ;115000000;112;777000;100;0;14954
Aqua Teen Hunger Force Colon Movie Film for Theaters ;5518918;86;750000;82;8;3071
Safety Not Guaranteed ;4007792;86;750000;271;365;2714
The Innkeepers ;77501;101;750000;292;243;1252
Interview with the Assassin ;47329;88;750000;31;168;243
Hoop Dreams ;7830611;170;700000;53;23;15
L.I.E. ;1141829;97;700000;64;52;209
Half Nelson ;2694973;106;700000;208;31;33734
Naturally Native ;10508;107;700000;2;0;1763
Hav Plenty ;2301777;84;650000;25;21;714
Top Hat ;3000000;81;609000;66;10;824
The Blair Witch Project ;140530114;81;60000;360;19;399
Mercy Streets ;171988;106;600000;15;16;1281
Broken Vessels ;13493;90;600000;18;4;2288
The Harvest/La Cosecha ;2245;80;560000;3;6;0
Fireproof ;33451479;122;500000;50;589;1164
Benji ;39552600;86;500000;5;24;1090
Open Water ;30500882;79;500000;235;9;67
Kingdom of the Spiders ;17000000;97;500000;95;8;516
The Station Agent ;5739376;89;500000;154;310;24419
To Save a Life ;3773863;120;1000000;20;3;2563
Beyond the Mat ;2047570;108;500000;70;6;194
The Singles Ward ;1250798;102;500000;5;0;161
Sholem Aleichem: Laughing in the Darkness ;906666;93;500000;29;0;660
Groove ;1114943;86;500000;46;7;407
The R.M. ;1111615;101;500000;3;0;155
Twin Falls Idaho ;985341;111;500000;54;35;3166
Mean Creek ;603943;90;500000;126;9;2655
Hurricane Streets ;334041;86;500000;17;204;2322
Never Again ;295468;98;500000;25;71;24382
Civil Brand ;243347;91;500000;11;21;2555
Deceptive Practice: The Mysteries and Mentors of Ricky Jay ;151389;88;500000;39;0;483
The Other Dream Team ;133778;89;500000;26;6;44
Finishing the Game: The Search for a New Bruce Lee ;52850;84;500000;35;681;734
Kiss the Bride ;31937;100;500000;9;6;2310
The Slaughter Rule ;13134;112;500000;17;12;35294
The Living Wake ;12055;91;500000;28;0;1047
Detention of the Dead ;1332;87;500000;29;38;2251
Born to Fly: Elizabeth Streb vs. Gravity ;21199;82;500000;10;0;0
Straight Out of Brooklyn ;2712293;91;450000;8;10;380
Poultrygeist: Night of the Chicken Dead ;23000;103;500000;88;365;1411
42nd Street ;2300000;89;439000;65;24;995
Metropolitan ;2938208;98;225000;71;89;173
Napoleon Dynamite ;44540956;92;400000;220;100;3950
Blue Ruin ;258113;90;1066167;279;57;1528
Paranormal Activity ;107917283;84;15000;409;110;330
Quinceañera ;1689999;90;400000;69;25;771
Gory Gory Hallelujah ;11798;96;100000;8;14;387
Tarnation ;592014;88;218;72;20;78
I Want Your Money ;425899;92;400000;4;4;168
What Happens in Vegas ;80276912;101;35000000;148;12;1026
Trekkies ;617172;86;375000;43;3;2864
The Broadway Melody ;2808000;100;379000;36;4;109
Murderball ;1523883;88;1750211;110;30;15
American Ninja 2: The Confrontation ;4000000;90;350000;40;44;872
Tumbleweeds ;1281176;102;312000;64;149;1986
The Prophecy ;16115878;98;8000000;56;10;13433
Pieces of April ;2360184;80;300000;131;54;3010
Old Joy ;255352;76;300000;88;129;132
Wendy and Lucy ;856942;80;200000;189;129;460
Nothing But a Man ;12438;95;160000;24;0;835
First Love, Last Rites ;40542;94;300000;16;37;751
Fighting Tommy Riley ;5199;109;200000;13;3;185
Locker 13 ;2468;95;300000;10;0;2048
Compliance ;318622;90;270000;286;25;1734
Chasing Amy ;12006514;113;250000;147;0;15765
Lovely & Amazing ;4186931;91;250000;71;132;1330
Better Luck Tomorrow ;3799339;98;250000;51;681;139
The Incredibly True Adventure of Two Girls in Love ;1977544;94;250000;23;4;656
Chuck & Buck ;1050600;96;250000;59;44;1378
American Desi ;902835;100;250000;9;0;454
I Married a Strange Person! ;203134;75;250000;19;45;7
November ;191309;78;150000;43;7;1008
Like Crazy ;3388210;90;250000;206;52;34983
The Canyons ;49494;99;250000;162;261;2862
The Sticky Fingers of Time ;18195;81;250000;8;0;154
Burn ;111300;86;225000;22;15;2
Urbania ;1027119;106;225000;38;0;964
The Beast from 20,000 Fathoms ;5000000;80;210000;67;7;205
Swingers ;4505922;96;200000;77;218;4230
Short Cut to Nirvana: Kumbh Mela ;381225;85;200000;15;0;66
Middle of Nowhere ;78030;97;200000;37;151;3021
The Business of Fancydancing ;174682;103;200000;12;18;314
Call + Response ;215185;86;200000;7;0;279
The Trials of Darryl Hunt ;1111;106;200000;11;15;2
She's Gotta Have It ;7137502;88;175000;26;0;708
Another Earth ;1316074;92;100000;242;135;1303
Sweet Sweetback's Baadasssss Song ;15180000;97;500000;38;101;1631
Tadpole ;2882062;78;150000;91;56;1144
The Woman Chaser ;110720;88;1200000;18;14;168
The Horse Boy ;155984;93;160000;29;0;62
Antarctic Edge: 70° South ;4914;72;150000;5;0;0
Top Spin ;5858;80;150000;18;0;0
Roger & Me ;6706368;91;160000;40;909;1048
Your Sister's Sister ;1573712;90;125000;171;100;973
Facing the Giants ;10174663;111;100000;31;589;916
The Gallows ;22757819;81;100000;159;3;276
Over the Hill to the Poorhouse ;3000000;110;100000;1;0;4
Hollywood Shuffle ;5228617;81;100000;21;467;1431
